BaseFreq,RunFreq,AdjFreq,I,P,Var1,Var2,Var3,Var4,Var5
1900,1900,0,240,165,67,4,23,23,0,
1900,1900,0,316,394,377,5,23,23,0,
1900,1900,0,320,409,386,6,23,23,0,
1900,1900,0,223,313,317,7,23,23,0,
1900,1900,0,170,207,208,8,23,23,0,
1900,1900,0,121,87,87,9,23,23,0,
1900,1900,0,125,-2,-1,10,23,23,0,
1900,1900,0,117,5,7,11,23,23,0,
1900,1900,0,230,179,181,12,23,23,0,
1900,1900,0,354,399,399,13,23,23,0,
1900,1900,0,337,440,437,14,23,23,0,
1900,1900,0,337,440,437,14,23,23,0,
1900,1900,0,330,438,436,15,23,23,0,
1900,1900,0,312,412,415,16,23,23,0,
1900,1900,0,293,387,390,17,23,23,0,
1900,1900,0,281,364,365,18,23,23,0,
1900,1900,0,233,307,306,19,23,23,0,
1900,1900,0,164,203,202,20,23,23,0,
1900,1900,0,120,66,67,21,23,23,0,
1900,1900,0,127,-17,-17,22,23,23,0,
1900,1900,0,148,-66,-66,0,23,23,0,
1900,1900,0,173,-108,-106,1,23,23,0,
1900,1900,0,165,-116,-111,2,23,23,0,
1900,1900,0,134,-76,-56,3,23,23,0,
1900,1900,0,164,71,165,4,23,23,0,
1900,1900,0,367,377,394,5,23,23,0,
1900,1900,0,279,385,409,6,23,23,0,
1900,1900,0,245,320,313,7,23,23,0,
1900,1900,0,165,207,207,8,23,23,0,
1900,1900,0,121,87,87,9,23,23,0,
1900,1900,0,121,87,87,9,23,23,0,
1900,1900,0,124,-1,-2,10,23,23,0,
1900,1900,0,117,6,5,11,23,23,0,
1900,1900,0,231,181,179,12,23,23,0,
1900,1900,0,353,399,399,13,23,23,0,
1900,1900,0,333,439,440,14,23,23,0,
1900,1900,0,328,435,438,15,23,23,0,
1900,1900,0,316,416,412,16,23,23,0,
1900,1900,0,296,390,387,17,23,23,0,
1900,1900,0,282,365,364,18,23,23,0,
1900,1900,0,237,309,307,19,23,23,0,
1900,1900,0,166,205,203,20,23,23,0,
1900,1900,0,120,68,66,21,23,23,0,
1900,1900,0,127,-17,-17,22,23,23,0,
1900,1900,0,148,-66,-66,0,23,23,0,
1900,1900,0,172,-107,-108,1,23,23,0,
1900,1900,0,158,-108,-116,2,23,23,0,
1900,1900,0,117,-40,-76,3,23,23,0,
1900,1900,0,295,233,71,4,23,23,0,
1900,1900,0,358,426,377,5,23,23,0,
1900,1900,0,358,426,377,5,23,23,0,
1900,1900,0,298,407,385,6,23,23,0,
1900,1900,0,229,313,320,7,23,23,0,
1900,1900,0,173,211,207,8,23,23,0,
1900,1900,0,121,89,87,9,23,23,0,
1900,1900,0,123,0,-1,10,23,23,0,
1900,1900,0,118,6,6,11,23,23,0,
1900,1900,0,229,179,181,12,23,23,0,
1900,1900,0,350,396,399,13,23,23,0,
1900,1900,0,334,437,439,14,23,23,0,
1900,1900,0,330,438,435,15,23,23,0,
1900,1900,0,314,415,416,16,24,23,0,
1900,1900,0,292,386,390,17,24,23,0,
1900,1900,0,281,364,365,18,24,23,0,
1900,1900,0,235,308,309,19,24,23,0,
1900,1900,0,165,204,205,20,24,23,0,
1900,1900,0,121,69,68,21,24,23,0,
1900,1900,0,128,-17,-17,22,24,23,0,
1900,1900,0,147,-65,-66,0,24,23,0,
1900,1900,0,147,-65,-66,0,24,23,0,
1900,1900,0,173,-108,-107,1,24,23,0,
1900,1900,0,166,-116,-108,2,24,23,0,
1900,1900,0,137,-82,-40,3,24,23,0,
1900,1900,0,148,48,233,4,24,23,0,
1900,1900,0,358,346,426,5,24,23,0,
1900,1900,0,292,393,407,6,24,23,0,
1900,1900,0,234,313,313,7,24,23,0,
1900,1900,0,172,212,211,8,24,23,0,
1900,1900,0,122,90,89,9,24,23,0,
1900,1900,0,123,0,0,10,24,23,0,
1900,1900,0,117,5,6,11,24,23,0,
1900,1900,0,232,179,179,12,24,23,0,
1900,1900,0,353,398,396,13,24,23,0,
1900,1900,0,333,438,437,14,24,23,0,
1900,1900,0,330,437,438,15,22,23,0,
1900,1900,0,316,416,415,16,22,23,0,
1900,1900,0,296,391,386,17,22,23,0,
1900,1900,0,283,368,364,18,22,23,0,
1900,1900,0,235,309,308,19,22,23,0,
1900,1900,0,235,309,308,19,22,23,0,
1900,1900,0,166,206,204,20,22,23,0,
1900,1900,0,121,70,69,21,22,23,0,
1900,1900,0,128,-17,-17,22,22,23,0,
1900,1900,0,148,-65,-65,0,22,23,0,
1900,1900,0,172,-107,-108,1,22,23,0,
1900,1900,0,163,-113,-116,2,22,23,0,
1900,1900,0,130,-71,-82,3,22,23,0,
1900,1900,0,181,93,48,4,22,23,0,
1900,1900,0,357,391,346,5,22,23,0,
1900,1900,0,288,388,393,6,22,23,0,
1900,1900,0,248,325,313,7,22,23,0,
1900,1900,0,162,205,212,8,22,23,0,
1900,1900,0,122,90,90,9,22,23,0,
1900,1900,0,123,-1,0,10,22,23,0,
1900,1900,0,117,2,5,11,22,23,0,
1900,1900,0,225,173,179,12,22,23,0,
1900,1900,0,351,395,398,13,22,23,0,
1900,1900,0,332,438,438,14,22,23,0,
1900,1900,0,332,438,438,14,22,23,0,
1900,1900,0,329,437,437,15,23,23,0,
1900,1900,0,315,414,416,16,23,23,0,
1900,1900,0,295,389,391,17,23,23,0,
1900,1900,0,280,364,368,18,23,23,0,
1900,1900,0,235,309,309,19,23,23,0,
1900,1900,0,167,207,206,20,23,23,0,
1900,1900,0,121,71,70,21,23,23,0,
1900,1900,0,126,-16,-17,22,23,23,0,
1900,1900,0,146,-64,-65,0,23,23,0,
1900,1900,0,172,-107,-107,1,23,23,0,
1900,1900,0,164,-115,-113,2,23,23,0,
1900,1900,0,134,-77,-71,3,23,23,0,
1900,1900,0,169,78,93,4,23,23,0,
1900,1900,0,370,389,391,5,23,23,0,
1900,1900,0,276,385,388,6,23,23,0,
1900,1900,0,254,327,325,7,23,23,0,
1900,1900,0,163,208,205,8,23,23,0,
1900,1900,0,122,90,90,9,23,23,0,
1900,1900,0,124,0,-1,10,23,23,0,
1900,1900,0,124,0,-1,10,23,23,0,
1900,1900,0,117,3,2,11,23,23,0,
1900,1900,0,225,172,173,12,23,23,0,
1900,1900,0,350,393,395,13,23,23,0,
1900,1900,0,332,438,438,14,23,23,0,
1900,1900,0,328,436,437,15,23,23,0,
1900,1900,0,315,414,414,16,23,23,0,
1900,1900,0,294,388,389,17,23,23,0,
1900,1900,0,281,364,364,18,23,23,0,
1900,1900,0,237,311,309,19,23,23,0,
1900,1900,0,167,208,207,20,23,23,0,
1900,1900,0,120,71,71,21,23,23,0,
1900,1900,0,129,-16,-16,22,23,23,0,
1900,1900,0,148,-65,-64,0,23,23,0,
1900,1900,0,171,-106,-107,1,23,23,0,
1900,1900,0,161,-112,-115,2,23,23,0,
1900,1900,0,124,-62,-77,3,23,23,0,
1900,1900,0,220,139,78,4,23,23,0,
1900,1900,0,315,391,389,5,23,23,0,
1900,1900,0,315,391,389,5,23,23,0,
1900,1900,0,311,400,385,6,23,23,0,
1900,1900,0,235,322,327,7,23,23,0,
1900,1900,0,166,207,208,8,23,23,0,
1900,1900,0,122,90,90,9,23,23,0,
1900,1900,0,124,-1,0,10,23,23,0,
1900,1900,0,116,1,3,11,23,23,0,
1900,1900,0,227,172,172,12,23,23,0,
1900,1900,0,351,393,393,13,23,23,0,
1900,1900,0,334,438,438,14,23,23,0,
1900,1900,0,333,440,436,15,23,23,0,
1900,1900,0,315,415,414,16,24,23,0,
1900,1900,0,296,389,388,17,24,23,0,
1900,1900,0,281,364,364,18,24,23,0,
1900,1900,0,235,308,311,19,24,23,0,
1900,1900,0,167,207,208,20,24,23,0,
1900,1900,0,120,72,71,21,24,23,0,
1900,1900,0,128,-16,-16,22,24,23,0,
1900,1900,0,147,-65,-65,0,24,23,0,
1900,1900,0,170,-105,-106,1,24,23,0,
1900,1900,0,170,-105,-106,1,24,23,0,
1900,1900,0,164,-114,-112,2,24,23,0,
1900,1900,0,130,-72,-62,3,24,23,0,
1900,1900,0,186,98,139,4,24,23,0,
1900,1900,0,346,395,391,5,24,23,0,
1900,1900,0,286,387,400,6,24,23,0,
1900,1900,0,252,329,322,7,24,23,0,
1900,1900,0,163,207,207,8,24,23,0,
1900,1900,0,123,92,90,9,24,23,0,
1900,1900,0,123,0,-1,10,24,23,0,
1900,1900,0,116,0,1,11,24,23,0,
1900,1900,0,224,169,172,12,24,23,0,
1900,1900,0,350,392,393,13,24,23,0,
1900,1900,0,331,437,438,14,24,23,0,
1900,1900,0,330,438,440,15,24,23,0,
1900,1900,0,316,415,415,16,23,23,0,
1900,1900,0,297,390,389,17,23,23,0,
1900,1900,0,282,366,364,18,23,23,0,
1900,1900,0,236,310,308,19,23,23,0,
1900,1900,0,236,310,308,19,23,23,0,
1900,1900,0,168,209,207,20,23,23,0,
1900,1900,0,121,74,72,21,23,23,0,
1900,1900,0,128,-15,-16,22,23,23,0,
1900,1900,0,147,-64,-65,0,23,23,0,
1900,1900,0,171,-107,-105,1,23,23,0,
1900,1900,0,163,-114,-114,2,23,23,0,
1900,1900,0,129,-71,-72,3,23,23,0,
1900,1900,0,185,97,98,4,23,23,0,
1900,1900,0,349,395,395,5,23,23,0,
1900,1900,0,285,388,387,6,23,23,0,
1900,1900,0,253,329,329,7,23,23,0,
1900,1900,0,162,207,207,8,23,23,0,
1900,1900,0,122,92,92,9,23,23,0,
1900,1900,0,124,0,0,10,23,23,0,
1900,1900,0,116,0,0,11,23,23,0,
1900,1900,0,225,169,169,12,23,23,0,
1900,1900,0,351,392,392,13,23,23,0,
1900,1900,0,332,439,437,14,23,23,0,
1900,1900,0,329,436,438,15,22,23,0,
1900,1900,0,329,436,438,15,22,23,0,
1900,1900,0,317,416,415,16,22,23,0,
1900,1900,0,295,390,390,17,22,23,0,
1900,1900,0,281,364,366,18,22,23,0,
1900,1900,0,235,309,310,19,22,23,0,
1900,1900,0,167,208,209,20,22,23,0,
1900,1900,0,121,74,74,21,22,23,0,
1900,1900,0,128,-15,-15,22,22,23,0,
1900,1900,0,148,-64,-64,0,22,23,0,
1900,1900,0,171,-105,-107,1,22,23,0,
1900,1900,0,165,-115,-114,2,22,23,0,
1900,1900,0,134,-78,-71,3,22,23,0,
1900,1900,0,164,72,97,4,22,23,0,
1900,1900,0,374,383,395,5,22,23,0,
1900,1900,0,278,387,388,6,22,23,0,
1900,1900,0,253,326,329,7,22,23,0,
1900,1900,0,166,211,207,8,22,23,0,
1900,1900,0,122,92,92,9,22,23,0,
1900,1900,0,124,0,0,10,22,23,0,
1900,1900,0,124,0,0,10,22,23,0,
1900,1900,0,116,0,0,11,22,23,0,
1900,1900,0,221,168,169,12,22,23,0,
1900,1900,0,349,391,392,13,22,23,0,
1900,1900,0,334,440,439,14,22,23,0,
1900,1900,0,332,441,436,15,22,23,0,
1900,1900,0,315,415,416,16,24,23,0,
1900,1900,0,296,390,390,17,24,23,0,
1900,1900,0,285,368,364,18,24,23,0,
1900,1900,0,237,311,309,19,24,23,0,
1900,1900,0,169,210,208,20,24,23,0,
1900,1900,0,120,74,74,21,24,23,0,
1900,1900,0,127,-15,-15,22,24,23,0,
1900,1900,0,148,-63,-64,0,24,23,0,
1900,1900,0,170,-105,-105,1,24,23,0,
1900,1900,0,163,-113,-115,2,24,23,0,
1900,1900,0,127,-68,-78,3,24,23,0,
1900,1900,0,206,121,72,4,24,23,0,
1900,1900,0,324,392,383,5,24,23,0,
1900,1900,0,324,392,383,5,24,23,0,
1900,1900,0,307,399,387,6,24,23,0,
1900,1900,0,241,326,326,7,24,23,0,
1900,1900,0,167,209,211,8,24,23,0,
1900,1900,0,122,92,92,9,24,23,0,
1900,1900,0,124,0,0,10,24,23,0,
1900,1900,0,116,0,0,11,24,23,0,
1900,1900,0,222,166,168,12,24,23,0,
1900,1900,0,347,389,391,13,24,23,0,
1900,1900,0,333,438,440,14,24,23,0,
1900,1900,0,332,439,441,15,24,23,0,
1900,1900,0,317,417,415,16,23,23,0,
1900,1900,0,295,391,390,17,23,23,0,
1900,1900,0,281,365,368,18,23,23,0,
1900,1900,0,236,311,311,19,23,23,0,
1900,1900,0,168,210,210,20,23,23,0,
1900,1900,0,121,74,74,21,23,23,0,
1900,1900,0,128,-15,-15,22,23,23,0,
1900,1900,0,148,-64,-63,0,23,23,0,
1900,1900,0,170,-105,-105,1,23,23,0,
1900,1900,0,170,-105,-105,1,23,23,0,
1900,1900,0,163,-113,-113,2,23,23,0,
1900,1900,0,126,-67,-68,3,23,23,0,
1900,1900,0,209,124,121,4,23,23,0,
1900,1900,0,323,392,392,5,23,23,0,
1900,1900,0,309,400,399,6,23,23,0,
1900,1900,0,238,325,326,7,23,23,0,
1900,1900,0,168,210,209,8,23,23,0,
1900,1900,0,122,94,92,9,23,23,0,
1900,1900,0,124,0,0,10,23,23,0,
1900,1900,0,116,-1,0,11,23,23,0,
1900,1900,0,220,164,166,12,23,23,0,
1900,1900,0,346,386,389,13,23,23,0,
1900,1900,0,334,439,438,14,23,23,0,
1900,1900,0,332,440,439,15,23,23,0,
1900,1900,0,317,416,417,16,23,23,0,
1900,1900,0,296,390,391,17,23,23,0,
1900,1900,0,282,365,365,18,23,23,0,
1900,1900,0,237,312,311,19,23,23,0,
1900,1900,0,237,312,311,19,23,23,0,
1900,1900,0,169,211,210,20,23,23,0,
1900,1900,0,121,75,74,21,23,23,0,
1900,1900,0,128,-15,-15,22,23,23,0,
1900,1900,0,148,-64,-64,0,23,23,0,
1900,1900,0,170,-106,-105,1,23,23,0,
1900,1900,0,161,-111,-113,2,23,23,0,
1900,1900,0,120,-55,-67,3,23,23,0,
1900,1900,0,250,172,124,4,23,23,0,
1900,1900,0,322,400,392,5,23,23,0,
1900,1900,0,322,413,400,6,23,23,0,
1900,1900,0,228,319,325,7,23,23,0,
1900,1900,0,177,216,210,8,23,23,0,
1900,1900,0,123,95,94,9,23,23,0,
1900,1900,0,122,2,0,10,23,23,0,
1900,1900,0,116,1,-1,11,23,23,0,
1900,1900,0,221,166,164,12,23,23,0,
1900,1900,0,351,394,386,13,23,23,0,
1900,1900,0,333,441,439,14,23,23,0,
1900,1900,0,332,440,440,15,22,23,0,
1900,1900,0,332,440,440,15,22,23,0,
1900,1900,0,318,418,416,16,22,23,0,
1900,1900,0,296,391,390,17,22,23,0,
1900,1900,0,282,366,365,18,22,23,0,
1900,1900,0,237,312,312,19,22,23,0,
1900,1900,0,169,211,211,20,22,23,0,
1900,1900,0,121,77,75,21,22,23,0,
1900,1900,0,126,-14,-15,22,22,23,0,
1900,1900,0,147,-63,-64,0,22,23,0,
1900,1900,0,171,-106,-106,1,22,23,0,
1900,1900,0,163,-114,-111,2,22,23,0,
1900,1900,0,133,-77,-55,3,22,23,0,
1900,1900,0,166,75,172,4,22,23,0,
1900,1900,0,366,382,400,5,22,23,0,
1900,1900,0,284,390,413,6,22,23,0,
1900,1900,0,252,328,319,7,22,23,0,
1900,1900,0,166,212,216,8,22,23,0,
1900,1900,0,122,95,95,9,22,23,0,
1900,1900,0,123,2,2,10,22,23,0,
1900,1900,0,123,2,2,10,22,23,0,
1900,1900,0,116,0,1,11,22,23,0,
1900,1900,0,221,165,166,12,22,23,0,
1900,1900,0,348,388,394,13,22,23,0,
1900,1900,0,332,438,441,14,22,23,0,
1900,1900,0,334,441,440,15,22,23,0,
1900,1900,0,317,417,418,16,24,23,0,
1900,1900,0,296,390,391,17,24,23,0,
1900,1900,0,282,366,366,18,24,23,0,
1900,1900,0,236,312,312,19,24,23,0,
1900,1900,0,169,212,211,20,24,23,0,
1900,1900,0,121,77,77,21,24,23,0,
1900,1900,0,128,-15,-14,22,24,23,0,
1900,1900,0,147,-63,-63,0,24,23,0,
1900,1900,0,170,-106,-106,1,24,23,0,
1900,1900,0,162,-114,-114,2,24,23,0,
1900,1900,0,125,-65,-77,3,24,23,0,
1900,1900,0,214,132,75,4,24,23,0,
1900,1900,0,319,393,382,5,24,23,0,
1900,1900,0,311,402,390,6,24,23,0,
1900,1900,0,311,402,390,6,24,23,0,
1900,1900,0,240,327,328,7,24,23,0,
1900,1900,0,168,211,212,8,24,23,0,
1900,1900,0,123,96,95,9,24,23,0,
1900,1900,0,124,1,2,10,24,23,0,
1900,1900,0,116,-1,0,11,24,23,0,
1900,1900,0,219,163,165,12,24,23,0,
1900,1900,0,346,385,388,13,24,23,0,
1900,1900,0,335,441,438,14,24,23,0,
1900,1900,0,334,441,441,15,24,23,0,
1900,1900,0,316,415,417,16,23,23,0,
1900,1900,0,297,392,390,17,23,23,0,
1900,1900,0,282,366,366,18,23,23,0,
1900,1900,0,237,312,312,19,23,23,0,
1900,1900,0,170,212,212,20,23,23,0,
1900,1900,0,120,77,77,21,23,23,0,
1900,1900,0,127,-14,-15,22,23,23,0,
1900,1900,0,148,-64,-63,0,23,23,0,
1900,1900,0,172,-107,-106,1,23,23,0,
1900,1900,0,172,-107,-106,1,23,23,0,
1900,1900,0,164,-115,-114,2,23,23,0,
1900,1900,0,134,-78,-65,3,23,23,0,
1900,1900,0,161,68,132,4,23,23,0,
1900,1900,0,383,383,393,5,23,23,0,
1900,1900,0,282,391,402,6,23,23,0,
1900,1900,0,254,327,327,7,23,23,0,
1900,1900,0,170,217,211,8,23,23,0,
1900,1900,0,123,96,96,9,23,23,0,
1900,1900,0,122,2,1,10,23,23,0,
1900,1900,0,116,-1,-1,11,23,23,0,
1900,1900,0,217,160,163,12,23,23,0,
1900,1900,0,344,384,385,13,23,23,0,
1900,1900,0,333,439,441,14,23,23,0,
1900,1900,0,337,443,441,15,23,23,0,
1900,1900,0,319,421,415,16,23,23,0,
1900,1900,0,297,392,392,17,23,23,0,
1900,1900,0,283,367,366,18,23,23,0,
1900,1900,0,238,313,312,19,23,23,0,
1900,1900,0,169,213,212,20,23,23,0,
1900,1900,0,169,213,212,20,23,23,0,
1900,1900,0,121,78,77,21,23,23,0,
1900,1900,0,128,-13,-14,22,23,23,0,
1900,1900,0,148,-62,-64,0,23,23,0,
1900,1900,0,169,-105,-107,1,23,23,0,
1900,1900,0,163,-114,-115,2,23,23,0,
1900,1900,0,131,-74,-78,3,23,23,0,
1900,1900,0,180,92,68,4,23,23,0,
1900,1900,0,357,394,383,5,23,23,0,
1900,1900,0,288,391,391,6,23,23,0,
1900,1900,0,254,332,327,7,23,23,0,
1900,1900,0,166,213,217,8,23,23,0,
1900,1900,0,123,97,96,9,23,23,0,
1900,1900,0,123,2,2,10,23,23,0,
1900,1900,0,116,-3,-1,11,23,23,0,
1900,1900,0,217,158,160,12,23,23,0,
1900,1900,0,346,384,384,13,23,23,0,
1900,1900,0,337,441,439,14,23,23,0,
1900,1900,0,336,443,443,15,23,23,0,
1900,1900,0,336,443,443,15,23,23,0,
1900,1900,0,315,416,421,16,23,23,0,
1900,1900,0,296,391,392,17,23,23,0,
1900,1900,0,282,366,367,18,23,23,0,
1900,1900,0,237,312,313,19,23,23,0,
1900,1900,0,170,214,213,20,23,23,0,
1900,1900,0,120,80,78,21,23,23,0,
1900,1900,0,128,-13,-13,22,23,23,0,
1900,1900,0,149,-63,-62,0,23,23,0,
1900,1900,0,171,-106,-105,1,23,23,0,
1900,1900,0,164,-115,-114,2,23,23,0,
1900,1900,0,136,-82,-74,3,23,23,0,
1900,1900,0,152,53,92,4,23,23,0,
1900,1900,0,373,363,394,5,23,23,0,
1900,1900,0,290,396,391,6,23,23,0,
1900,1900,0,245,323,332,7,23,23,0,
1900,1900,0,174,220,213,8,23,23,0,
1900,1900,0,124,98,97,9,23,23,0,
1900,1900,0,124,3,2,10,23,23,0,
1900,1900,0,115,-1,-3,11,23,23,0,
1900,1900,0,115,-1,-3,11,23,23,0,
1900,1900,0,216,158,158,12,23,23,0,
1900,1900,0,343,382,384,13,23,23,0,
1900,1900,0,332,435,441,14,23,23,0,
1900,1900,0,334,439,443,15,23,23,0,
1900,1900,0,319,419,416,16,23,23,0,
1900,1900,0,297,393,391,17,23,23,0,
1900,1900,0,282,365,366,18,23,23,0,
1900,1900,0,240,314,312,19,23,23,0,
1900,1900,0,171,215,214,20,23,23,0,
1900,1900,0,120,81,80,21,23,23,0,
1900,1900,0,126,-13,-13,22,23,23,0,
1900,1900,0,148,-63,-63,0,23,23,0,
1900,1900,0,170,-104,-106,1,23,23,0,
1900,1900,0,162,-113,-115,2,23,23,0,
1900,1900,0,125,-66,-82,3,23,23,0,
1900,1900,0,214,132,53,4,23,23,0,
1900,1900,0,320,393,363,5,23,23,0,
1900,1900,0,317,406,396,6,23,23,0,
1900,1900,0,317,406,396,6,23,23,0,
1900,1900,0,239,328,323,7,23,23,0,
1900,1900,0,173,215,220,8,23,23,0,
1900,1900,0,124,99,98,9,23,23,0,
1900,1900,0,124,3,3,10,23,23,0,
1900,1900,0,115,-2,-1,11,23,23,0,
1900,1900,0,216,158,158,12,23,23,0,
1900,1900,0,343,382,382,13,23,23,0,
1900,1900,0,334,440,435,14,23,23,0,
1900,1900,0,336,443,439,15,23,23,0,
1900,1900,0,316,417,419,16,23,23,0,
1900,1900,0,297,392,393,17,23,23,0,
1900,1900,0,286,370,365,18,23,23,0,
1900,1900,0,238,315,314,19,23,23,0,
1900,1900,0,170,214,215,20,23,23,0,
1900,1900,0,120,81,81,21,23,23,0,
1900,1900,0,126,-12,-13,22,23,23,0,
1900,1900,0,148,-61,-63,0,23,23,0,
1900,1900,0,170,-104,-104,1,23,23,0,
1900,1900,0,161,-113,-113,2,23,23,0,
1900,1900,0,161,-113,-113,2,23,23,0,
1900,1900,0,129,-71,-66,3,23,23,0,
1900,1900,0,188,101,132,4,23,23,0,
1900,1900,0,340,392,393,5,23,23,0,
1900,1900,0,297,394,406,6,23,23,0,
1900,1900,0,250,333,328,7,23,23,0,
1900,1900,0,167,214,215,8,23,23,0,
1900,1900,0,125,99,99,9,23,23,0,
1900,1900,0,124,3,3,10,23,23,0,
1900,1900,0,116,-4,-2,11,23,23,0,
1900,1900,0,215,154,158,12,23,23,0,
1900,1900,0,345,381,382,13,23,23,0,
1900,1900,0,333,438,440,14,23,23,0,
1900,1900,0,334,438,443,15,23,23,0,
1900,1900,0,319,418,417,16,23,23,0,
1900,1900,0,296,391,392,17,23,23,0,
1900,1900,0,283,366,370,18,23,23,0,
1900,1900,0,239,315,315,19,23,23,0,
1900,1900,0,171,215,214,20,23,23,0,
1900,1900,0,171,215,214,20,23,23,0,
1900,1900,0,119,81,81,21,23,23,0,
1900,1900,0,127,-13,-12,22,23,23,0,
1900,1900,0,149,-63,-61,0,23,23,0,
1900,1900,0,170,-104,-104,1,23,23,0,
1900,1900,0,163,-114,-113,2,23,23,0,
1900,1900,0,131,-74,-71,3,23,23,0,
1900,1900,0,182,95,101,4,23,23,0,
1900,1900,0,351,392,392,5,23,23,0,
1900,1900,0,296,394,394,6,23,23,0,
1900,1900,0,251,332,333,7,23,23,0,
1900,1900,0,169,216,214,8,23,23,0,
1900,1900,0,124,100,99,9,23,23,0,
1900,1900,0,123,3,3,10,23,23,0,
1900,1900,0,116,-5,-4,11,23,23,0,
1900,1900,0,214,153,154,12,23,23,0,
1900,1900,0,343,381,381,13,23,23,0,
1900,1900,0,333,437,438,14,23,23,0,
1900,1900,0,340,444,438,15,23,23,0,
1900,1900,0,317,419,418,16,23,23,0,
1900,1900,0,317,419,418,16,23,23,0,
1900,1900,0,297,392,391,17,23,23,0,
1900,1900,0,285,368,366,18,23,23,0,
1900,1900,0,239,315,315,19,23,23,0,
1900,1900,0,172,217,215,20,23,23,0,
1900,1900,0,120,82,81,21,23,23,0,
1900,1900,0,126,-12,-13,22,23,23,0,
1900,1900,0,146,-61,-63,0,23,23,0,
1900,1900,0,169,-104,-104,1,23,23,0,
1900,1900,0,164,-115,-114,2,23,23,0,
1900,1900,0,133,-77,-74,3,23,23,0,
1900,1900,0,171,82,95,4,23,23,0,
1900,1900,0,363,393,392,5,23,23,0,
1900,1900,0,283,390,394,6,23,23,0,
1900,1900,0,258,335,332,7,23,23,0,
1900,1900,0,167,216,216,8,23,23,0,
1900,1900,0,124,101,100,9,23,23,0,
1900,1900,0,123,3,3,10,23,23,0,
1900,1900,0,117,-5,-5,11,23,23,0,
1900,1900,0,117,-5,-5,11,23,23,0,
1900,1900,0,216,153,153,12,23,23,0,
1900,1900,0,344,378,381,13,23,23,0,
1900,1900,0,337,442,437,14,23,23,0,
1900,1900,0,337,441,444,15,22,23,0,
1900,1900,0,318,418,419,16,22,23,0,
1900,1900,0,297,394,392,17,22,23,0,
1900,1900,0,283,368,368,18,22,23,0,
1900,1900,0,239,315,315,19,22,23,0,
1900,1900,0,172,216,217,20,22,23,0,
1900,1900,0,120,83,82,21,22,23,0,
1900,1900,0,126,-12,-12,22,22,23,0,
1900,1900,0,148,-62,-61,0,22,23,0,
1900,1900,0,170,-105,-104,1,22,23,0,
1900,1900,0,161,-113,-115,2,22,23,0,
1900,1900,0,126,-68,-77,3,22,23,0,
1900,1900,0,203,119,82,4,22,23,0,
1900,1900,0,327,393,393,5,22,23,0,
1900,1900,0,309,401,390,6,22,23,0,
1900,1900,0,243,330,335,7,22,23,0,
1900,1900,0,243,330,335,7,22,23,0,
1900,1900,0,171,216,216,8,22,23,0,
1900,1900,0,124,101,101,9,22,23,0,
1900,1900,0,124,4,3,10,22,23,0,
1900,1900,0,116,-4,-5,11,22,23,0,
1900,1900,0,211,153,153,12,22,23,0,
1900,1900,0,345,383,378,13,22,23,0,
1900,1900,0,334,439,442,14,22,23,0,
1900,1900,0,336,440,441,15,22,23,0,
1900,1900,0,319,420,418,16,24,23,0,
1900,1900,0,297,393,394,17,24,23,0,
1900,1900,0,285,368,368,18,24,23,0,
1900,1900,0,240,316,315,19,24,23,0,
1900,1900,0,172,217,216,20,24,23,0,
1900,1900,0,121,83,83,21,24,23,0,
1900,1900,0,126,-12,-12,22,24,23,0,
1900,1900,0,147,-61,-62,0,24,23,0,
1900,1900,0,169,-103,-105,1,24,23,0,
1900,1900,0,165,-117,-113,2,24,23,0,
1900,1900,0,165,-117,-113,2,24,23,0,
1900,1900,0,138,-83,-68,3,24,23,0,
1900,1900,0,153,55,119,4,24,23,0,
1900,1900,0,368,363,393,5,24,23,0,
1900,1900,0,293,397,401,6,24,23,0,
1900,1900,0,247,327,330,7,24,23,0,
1900,1900,0,175,222,216,8,24,23,0,
1900,1900,0,125,102,101,9,24,23,0,
1900,1900,0,122,5,4,10,24,23,0,
1900,1900,0,115,-3,-4,11,24,23,0,
1900,1900,0,211,152,153,12,24,23,0,
1900,1900,0,343,379,383,13,24,23,0,
1900,1900,0,335,439,439,14,24,23,0,
1900,1900,0,336,442,440,15,24,23,0,
1900,1900,0,314,415,420,16,23,23,0,
1900,1900,0,297,392,393,17,23,23,0,
1900,1900,0,286,370,368,18,23,23,0,
1900,1900,0,240,316,316,19,23,23,0,
1900,1900,0,173,217,217,20,23,23,0,
1900,1900,0,121,85,83,21,23,23,0,
1900,1900,0,121,85,83,21,23,23,0,
1900,1900,0,126,-11,-12,22,23,23,0,
1900,1900,0,147,-60,-61,0,23,23,0,
1900,1900,0,169,-104,-103,1,23,23,0,
1900,1900,0,163,-114,-117,2,23,23,0,
1900,1900,0,133,-77,-83,3,23,23,0,
1900,1900,0,174,85,55,4,23,23,0,
1900,1900,0,362,393,363,5,23,23,0,
1900,1900,0,289,393,397,6,23,23,0,
1900,1900,0,256,335,327,7,23,23,0,
1900,1900,0,169,219,222,8,23,23,0,
1900,1900,0,125,102,102,9,23,23,0,
1900,1900,0,124,4,5,10,23,23,0,
1900,1900,0,116,-6,-3,11,23,23,0,
1900,1900,0,207,146,152,12,23,23,0,
1900,1900,0,342,375,379,13,23,23,0,
1900,1900,0,337,439,439,14,23,23,0,
1900,1900,0,340,444,442,15,23,23,0,
