BaseFreq,RunFreq,AdjFreq,I,P,Var1,Var2,Var3,Var4,Var5
1900,1900,0,354,436,435,14,23,23,0,
1900,1900,0,334,439,436,15,23,23,0,
1900,1900,0,319,427,427,16,23,23,0,
1900,1900,0,306,404,405,17,23,23,0,
1900,1900,0,289,378,377,18,23,23,0,
1900,1900,0,266,347,347,19,23,23,0,
1900,1900,0,209,272,270,20,23,23,0,
1900,1900,0,137,149,148,21,23,23,0,
1900,1900,0,123,18,18,22,23,23,0,
1900,1900,0,139,-38,-38,0,23,23,0,
1900,1900,0,155,-83,-83,1,23,23,0,
1900,1900,0,171,-115,-117,2,23,23,0,
1900,1900,0,149,-98,-106,3,23,23,0,
1900,1900,0,128,4,-40,4,23,23,0,
1900,1900,0,343,306,193,5,23,23,0,
1900,1900,0,344,431,389,6,23,23,0,
1900,1900,0,255,360,372,7,23,23,0,
1900,1900,0,255,360,372,7,23,23,0,
1900,1900,0,215,276,266,8,23,23,0,
1900,1900,0,140,156,158,9,23,23,0,
1900,1900,0,119,41,39,10,23,23,0,
1900,1900,0,122,-15,-14,11,23,23,0,
1900,1900,0,139,52,55,12,23,23,0,
1900,1900,0,300,285,290,13,23,23,0,
1900,1900,0,352,434,436,14,23,23,0,
1900,1900,0,330,435,439,15,23,23,0,
1900,1900,0,319,427,427,16,23,23,0,
1900,1900,0,308,407,404,17,23,23,0,
1900,1900,0,289,378,378,18,23,23,0,
1900,1900,0,266,347,347,19,23,23,0,
1900,1900,0,207,270,272,20,23,23,0,
1900,1900,0,138,150,149,21,23,23,0,
1900,1900,0,123,20,18,22,23,23,0,
1900,1900,0,138,-37,-38,0,23,23,0,
1900,1900,0,153,-82,-83,1,23,23,0,
1900,1900,0,170,-116,-115,2,23,23,0,
1900,1900,0,152,-103,-98,3,23,23,0,
1900,1900,0,152,-103,-98,3,23,23,0,
1900,1900,0,116,-27,4,4,23,23,0,
1900,1900,0,287,236,306,5,23,23,0,
1900,1900,0,338,409,431,6,23,23,0,
1900,1900,0,269,371,360,7,23,23,0,
1900,1900,0,199,265,276,8,23,23,0,
1900,1900,0,145,159,156,9,23,23,0,
1900,1900,0,120,41,41,10,23,23,0,
1900,1900,0,124,-16,-15,11,23,23,0,
1900,1900,0,138,50,52,12,23,23,0,
1900,1900,0,302,283,285,13,23,23,0,
1900,1900,0,356,437,434,14,23,23,0,
1900,1900,0,331,436,435,15,22,23,0,
1900,1900,0,318,425,427,16,22,23,0,
1900,1900,0,308,406,407,17,22,23,0,
1900,1900,0,290,380,378,18,22,23,0,
1900,1900,0,267,350,347,19,22,23,0,
1900,1900,0,209,273,270,20,22,23,0,
1900,1900,0,138,151,150,21,22,23,0,
1900,1900,0,138,151,150,21,22,23,0,
1900,1900,0,123,19,20,22,22,23,0,
1900,1900,0,137,-36,-37,0,22,23,0,
1900,1900,0,154,-83,-82,1,22,23,0,
1900,1900,0,171,-115,-116,2,22,23,0,
1900,1900,0,146,-95,-103,3,22,23,0,
1900,1900,0,144,30,-27,4,22,23,0,
1900,1900,0,374,353,236,5,22,23,0,
1900,1900,0,319,424,409,6,22,23,0,
1900,1900,0,269,365,371,7,22,23,0,
1900,1900,0,209,275,265,8,22,23,0,
1900,1900,0,141,156,159,9,22,23,0,
1900,1900,0,119,41,41,10,22,23,0,
1900,1900,0,122,-14,-16,11,22,23,0,
1900,1900,0,138,52,50,12,22,23,0,
1900,1900,0,304,286,283,13,22,23,0,
1900,1900,0,352,435,437,14,22,23,0,
1900,1900,0,330,435,436,15,22,23,0,
1900,1900,0,319,426,425,16,24,23,0,
1900,1900,0,308,405,406,17,24,23,0,
1900,1900,0,308,405,406,17,24,23,0,
1900,1900,0,288,377,380,18,24,23,0,
1900,1900,0,268,348,350,19,24,23,0,
1900,1900,0,210,272,273,20,24,23,0,
1900,1900,0,138,151,151,21,24,23,0,
1900,1900,0,123,19,19,22,24,23,0,
1900,1900,0,137,-37,-36,0,24,23,0,
1900,1900,0,153,-83,-83,1,24,23,0,
1900,1900,0,172,-116,-115,2,24,23,0,
1900,1900,0,154,-105,-95,3,24,23,0,
1900,1900,0,117,-36,30,4,24,23,0,
1900,1900,0,277,215,353,5,24,23,0,
1900,1900,0,329,398,424,6,24,23,0,
1900,1900,0,280,376,365,7,24,23,0,
1900,1900,0,196,266,275,8,24,23,0,
1900,1900,0,145,159,156,9,24,23,0,
1900,1900,0,119,42,41,10,24,23,0,
1900,1900,0,122,-15,-14,11,24,23,0,
1900,1900,0,138,50,52,12,24,23,0,
1900,1900,0,138,50,52,12,24,23,0,
1900,1900,0,298,281,286,13,24,23,0,
1900,1900,0,352,433,435,14,24,23,0,
1900,1900,0,334,439,435,15,24,23,0,
1900,1900,0,319,427,426,16,23,23,0,
1900,1900,0,307,405,405,17,23,23,0,
1900,1900,0,288,377,377,18,23,23,0,
1900,1900,0,266,348,348,19,23,23,0,
1900,1900,0,210,274,272,20,23,23,0,
1900,1900,0,138,152,151,21,23,23,0,
1900,1900,0,124,20,19,22,23,23,0,
1900,1900,0,137,-35,-37,0,23,23,0,
1900,1900,0,153,-81,-83,1,23,23,0,
1900,1900,0,170,-114,-116,2,23,23,0,
1900,1900,0,146,-95,-105,3,23,23,0,
1900,1900,0,138,20,-36,4,23,23,0,
1900,1900,0,359,333,215,5,23,23,0,
1900,1900,0,326,425,398,6,23,23,0,
1900,1900,0,263,362,376,7,23,23,0,
1900,1900,0,212,276,266,8,23,23,0,
1900,1900,0,212,276,266,8,23,23,0,
1900,1900,0,141,157,159,9,23,23,0,
1900,1900,0,119,42,42,10,23,23,0,
1900,1900,0,122,-14,-15,11,23,23,0,
1900,1900,0,137,51,50,12,23,23,0,
1900,1900,0,302,283,281,13,23,23,0,
1900,1900,0,353,435,433,14,23,23,0,
1900,1900,0,329,435,439,15,23,23,0,
1900,1900,0,317,425,427,16,23,23,0,
1900,1900,0,308,406,405,17,23,23,0,
1900,1900,0,290,378,377,18,23,23,0,
1900,1900,0,266,348,348,19,23,23,0,
1900,1900,0,210,273,274,20,23,23,0,
1900,1900,0,138,152,152,21,23,23,0,
1900,1900,0,124,20,20,22,23,23,0,
1900,1900,0,138,-37,-35,0,23,23,0,
1900,1900,0,154,-83,-81,1,23,23,0,
1900,1900,0,172,-116,-114,2,23,23,0,
1900,1900,0,155,-105,-95,3,23,23,0,
1900,1900,0,155,-105,-95,3,23,23,0,
1900,1900,0,118,-42,20,4,23,23,0,
1900,1900,0,257,193,333,5,23,23,0,
1900,1900,0,311,388,425,6,23,23,0,
1900,1900,0,291,378,362,7,23,23,0,
1900,1900,0,195,268,276,8,23,23,0,
1900,1900,0,145,159,157,9,23,23,0,
1900,1900,0,118,42,42,10,23,23,0,
1900,1900,0,123,-15,-14,11,23,23,0,
1900,1900,0,138,49,51,12,23,23,0,
1900,1900,0,299,281,283,13,23,23,0,
1900,1900,0,351,431,435,14,23,23,0,
1900,1900,0,331,436,435,15,23,23,0,
1900,1900,0,320,429,425,16,23,23,0,
1900,1900,0,307,405,406,17,23,23,0,
1900,1900,0,288,376,378,18,23,23,0,
1900,1900,0,266,347,348,19,23,23,0,
1900,1900,0,211,273,273,20,23,23,0,
1900,1900,0,139,153,152,21,23,23,0,
1900,1900,0,123,21,20,22,23,23,0,
1900,1900,0,123,21,20,22,23,23,0,
1900,1900,0,135,-34,-37,0,23,23,0,
1900,1900,0,153,-83,-83,1,23,23,0,
1900,1900,0,173,-117,-116,2,23,23,0,
1900,1900,0,155,-106,-105,3,23,23,0,
1900,1900,0,118,-41,-42,4,23,23,0,
1900,1900,0,259,196,193,5,23,23,0,
1900,1900,0,314,390,388,6,23,23,0,
1900,1900,0,287,377,378,7,23,23,0,
1900,1900,0,197,268,268,8,23,23,0,
1900,1900,0,146,161,159,9,23,23,0,
1900,1900,0,120,43,42,10,23,23,0,
1900,1900,0,123,-14,-15,11,23,23,0,
1900,1900,0,138,50,49,12,23,23,0,
1900,1900,0,298,278,281,13,23,23,0,
1900,1900,0,356,437,431,14,23,23,0,
1900,1900,0,331,438,436,15,23,23,0,
1900,1900,0,318,427,429,16,23,23,0,
1900,1900,0,308,406,405,17,23,23,0,
1900,1900,0,308,406,405,17,23,23,0,
1900,1900,0,289,379,376,18,23,23,0,
1900,1900,0,265,347,347,19,23,23,0,
1900,1900,0,210,273,273,20,23,23,0,
1900,1900,0,139,153,153,21,23,23,0,
1900,1900,0,123,21,21,22,23,23,0,
1900,1900,0,138,-36,-34,0,23,23,0,
1900,1900,0,154,-82,-83,1,23,23,0,
1900,1900,0,171,-115,-117,2,23,23,0,
1900,1900,0,152,-102,-106,3,23,23,0,
1900,1900,0,116,-25,-41,4,23,23,0,
1900,1900,0,297,245,196,5,23,23,0,
1900,1900,0,346,413,390,6,23,23,0,
1900,1900,0,268,373,377,7,23,23,0,
1900,1900,0,203,269,268,8,23,23,0,
1900,1900,0,147,163,161,9,23,23,0,
1900,1900,0,120,43,43,10,23,23,0,
1900,1900,0,124,-16,-14,11,23,23,0,
1900,1900,0,135,45,50,12,23,23,0,
1900,1900,0,295,274,278,13,23,23,0,
1900,1900,0,295,274,278,13,23,23,0,
1900,1900,0,350,428,437,14,23,23,0,
1900,1900,0,331,435,438,15,23,23,0,
1900,1900,0,322,430,427,16,23,23,0,
1900,1900,0,310,407,406,17,23,23,0,
1900,1900,0,290,378,379,18,23,23,0,
1900,1900,0,268,349,347,19,23,23,0,
1900,1900,0,211,275,273,20,23,23,0,
1900,1900,0,139,154,153,21,23,23,0,
1900,1900,0,123,21,21,22,23,23,0,
1900,1900,0,137,-35,-36,0,23,23,0,
1900,1900,0,154,-82,-82,1,23,23,0,
1900,1900,0,172,-116,-115,2,23,23,0,
1900,1900,0,156,-106,-102,3,23,23,0,
1900,1900,0,118,-41,-25,4,23,23,0,
1900,1900,0,259,196,245,5,23,23,0,
1900,1900,0,313,389,413,6,23,23,0,
1900,1900,0,289,378,373,7,23,23,0,
1900,1900,0,197,269,269,8,23,23,0,
1900,1900,0,197,269,269,8,23,23,0,
1900,1900,0,147,161,163,9,23,23,0,
1900,1900,0,118,44,43,10,23,23,0,
1900,1900,0,123,-14,-16,11,23,23,0,
1900,1900,0,137,48,45,12,23,23,0,
1900,1900,0,297,277,274,13,23,23,0,
1900,1900,0,351,431,428,14,23,23,0,
1900,1900,0,328,436,435,15,23,23,0,
1900,1900,0,317,426,430,16,23,23,0,
1900,1900,0,307,405,407,17,23,23,0,
1900,1900,0,291,379,378,18,23,23,0,
1900,1900,0,267,350,349,19,23,23,0,
1900,1900,0,211,275,275,20,23,23,0,
1900,1900,0,140,155,154,21,23,23,0,
1900,1900,0,123,23,21,22,23,23,0,
1900,1900,0,137,-34,-35,0,23,23,0,
1900,1900,0,154,-83,-82,1,23,23,0,
1900,1900,0,171,-116,-116,2,23,23,0,
1900,1900,0,155,-106,-106,3,23,23,0,
1900,1900,0,118,-43,-41,4,23,23,0,
1900,1900,0,118,-43,-41,4,23,23,0,
1900,1900,0,254,189,196,5,23,23,0,
1900,1900,0,307,385,389,6,23,23,0,
1900,1900,0,295,381,378,7,23,23,0,
1900,1900,0,195,269,269,8,23,23,0,
1900,1900,0,146,162,161,9,23,23,0,
1900,1900,0,119,44,44,10,23,23,0,
1900,1900,0,124,-15,-14,11,23,23,0,
1900,1900,0,136,46,48,12,23,23,0,
1900,1900,0,294,274,277,13,23,23,0,
1900,1900,0,350,428,431,14,23,23,0,
1900,1900,0,330,434,436,15,23,23,0,
1900,1900,0,320,428,426,16,23,23,0,
1900,1900,0,307,406,405,17,23,23,0,
1900,1900,0,288,376,379,18,23,23,0,
1900,1900,0,266,348,350,19,23,23,0,
1900,1900,0,211,275,275,20,23,23,0,
1900,1900,0,140,155,155,21,23,23,0,
1900,1900,0,123,22,23,22,23,23,0,
1900,1900,0,123,22,23,22,23,23,0,
1900,1900,0,137,-35,-34,0,23,23,0,
1900,1900,0,153,-82,-83,1,23,23,0,
1900,1900,0,170,-114,-116,2,23,23,0,
1900,1900,0,146,-95,-106,3,23,23,0,
1900,1900,0,141,24,-43,4,23,23,0,
1900,1900,0,368,344,189,5,23,23,0,
1900,1900,0,324,427,385,6,23,23,0,
1900,1900,0,267,365,381,7,23,23,0,
1900,1900,0,214,279,269,8,23,23,0,
1900,1900,0,143,161,162,9,23,23,0,
1900,1900,0,119,45,44,10,23,23,0,
1900,1900,0,123,-14,-15,11,23,23,0,
1900,1900,0,136,47,46,12,23,23,0,
1900,1900,0,295,274,274,13,23,23,0,
1900,1900,0,351,429,428,14,23,23,0,
1900,1900,0,332,437,434,15,23,23,0,
1900,1900,0,320,429,428,16,23,23,0,
1900,1900,0,309,406,406,17,23,23,0,
1900,1900,0,309,406,406,17,23,23,0,
1900,1900,0,289,378,376,18,23,23,0,
1900,1900,0,266,348,348,19,23,23,0,
1900,1900,0,213,276,275,20,23,23,0,
1900,1900,0,141,157,155,21,23,23,0,
1900,1900,0,123,24,22,22,23,23,0,
1900,1900,0,135,-33,-35,0,23,23,0,
1900,1900,0,155,-83,-82,1,23,23,0,
1900,1900,0,173,-117,-114,2,23,23,0,
1900,1900,0,156,-107,-95,3,23,23,0,
1900,1900,0,119,-46,24,4,23,23,0,
1900,1900,0,246,178,344,5,23,23,0,
1900,1900,0,304,383,427,6,23,23,0,
1900,1900,0,295,380,365,7,23,23,0,
1900,1900,0,197,271,279,8,23,23,0,
1900,1900,0,148,163,161,9,23,23,0,
1900,1900,0,119,46,45,10,23,23,0,
1900,1900,0,123,-14,-14,11,23,23,0,
1900,1900,0,136,46,47,12,23,23,0,
1900,1900,0,291,271,274,13,23,23,0,
1900,1900,0,291,271,274,13,23,23,0,
1900,1900,0,351,430,429,14,23,23,0,
1900,1900,0,325,431,437,15,23,23,0,
1900,1900,0,319,425,429,16,23,23,0,
1900,1900,0,310,408,406,17,23,23,0,
1900,1900,0,288,378,378,18,23,23,0,
1900,1900,0,265,348,348,19,23,23,0,
1900,1900,0,213,276,276,20,23,23,0,
1900,1900,0,141,157,157,21,23,23,0,
1900,1900,0,123,24,24,22,23,23,0,
1900,1900,0,137,-33,-33,0,23,23,0,
1900,1900,0,154,-82,-83,1,23,23,0,
1900,1900,0,170,-115,-117,2,23,23,0,
1900,1900,0,155,-106,-107,3,23,23,0,
1900,1900,0,118,-44,-46,4,23,23,0,
1900,1900,0,251,186,178,5,23,23,0,
1900,1900,0,306,384,383,6,23,23,0,
1900,1900,0,295,381,380,7,23,23,0,
1900,1900,0,195,270,271,8,23,23,0,
1900,1900,0,195,270,271,8,23,23,0,
1900,1900,0,147,163,163,9,23,23,0,
1900,1900,0,119,46,46,10,23,23,0,
1900,1900,0,124,-14,-14,11,23,23,0,
1900,1900,0,136,45,46,12,23,23,0,
1900,1900,0,294,271,271,13,23,23,0,
1900,1900,0,351,430,430,14,23,23,0,
1900,1900,0,331,437,431,15,23,23,0,
1900,1900,0,322,431,425,16,23,23,0,
1900,1900,0,307,405,408,17,23,23,0,
1900,1900,0,289,378,378,18,23,23,0,
1900,1900,0,268,351,348,19,23,23,0,
1900,1900,0,213,277,276,20,23,23,0,
1900,1900,0,141,157,157,21,23,23,0,
1900,1900,0,124,24,24,22,23,23,0,
1900,1900,0,136,-33,-33,0,23,23,0,
1900,1900,0,154,-81,-82,1,23,23,0,
1900,1900,0,172,-115,-115,2,23,23,0,
1900,1900,0,151,-102,-106,3,23,23,0,
1900,1900,0,119,-13,-44,4,23,23,0,
1900,1900,0,119,-13,-44,4,23,23,0,
1900,1900,0,319,273,186,5,23,23,0,
1900,1900,0,355,427,384,6,23,23,0,
1900,1900,0,260,368,381,7,23,23,0,
1900,1900,0,218,279,270,8,23,23,0,
1900,1900,0,146,166,163,9,23,23,0,
1900,1900,0,118,46,46,10,23,23,0,
1900,1900,0,123,-15,-14,11,23,23,0,
1900,1900,0,133,42,45,12,23,23,0,
1900,1900,0,288,266,271,13,23,23,0,
1900,1900,0,348,426,430,14,23,23,0,
1900,1900,0,328,435,437,15,23,23,0,
1900,1900,0,316,424,431,16,23,23,0,
1900,1900,0,311,406,405,17,23,23,0,
1900,1900,0,290,379,378,18,23,23,0,
1900,1900,0,266,348,351,19,23,23,0,
1900,1900,0,214,278,277,20,23,23,0,
1900,1900,0,142,159,157,21,23,23,0,
1900,1900,0,123,25,24,22,23,23,0,
1900,1900,0,123,25,24,22,23,23,0,
1900,1900,0,135,-33,-33,0,23,23,0,
1900,1900,0,153,-82,-81,1,23,23,0,
1900,1900,0,170,-115,-115,2,23,23,0,
1900,1900,0,154,-106,-102,3,23,23,0,
1900,1900,0,119,-46,-13,4,23,23,0,
1900,1900,0,252,186,273,5,23,23,0,
1900,1900,0,305,385,427,6,23,23,0,
1900,1900,0,299,383,368,7,23,23,0,
1900,1900,0,196,272,279,8,23,23,0,
1900,1900,0,148,164,166,9,23,23,0,
1900,1900,0,120,47,46,10,23,23,0,
1900,1900,0,124,-14,-15,11,23,23,0,
1900,1900,0,134,43,42,12,23,23,0,
1900,1900,0,291,267,266,13,23,23,0,
1900,1900,0,348,425,426,14,23,23,0,
1900,1900,0,329,434,435,15,23,23,0,
1900,1900,0,322,429,424,16,23,23,0,
1900,1900,0,310,409,406,17,23,23,0,
1900,1900,0,287,377,379,18,23,23,0,
1900,1900,0,287,377,379,18,23,23,0,
1900,1900,0,265,348,348,19,23,23,0,
1900,1900,0,213,277,278,20,23,23,0,
1900,1900,0,142,159,159,21,23,23,0,
1900,1900,0,124,25,25,22,23,23,0,
1900,1900,0,136,-32,-33,0,23,23,0,
1900,1900,0,154,-80,-82,1,23,23,0,
1900,1900,0,170,-114,-115,2,23,23,0,
1900,1900,0,149,-98,-106,3,23,23,0,
1900,1900,0,135,15,-46,4,23,23,0,
1900,1900,0,362,331,186,5,23,23,0,
1900,1900,0,330,430,385,6,23,23,0,
1900,1900,0,266,367,383,7,23,23,0,
1900,1900,0,217,282,272,8,23,23,0,
1900,1900,0,144,164,164,9,23,23,0,
1900,1900,0,119,47,47,10,23,23,0,
1900,1900,0,123,-14,-14,11,23,23,0,
1900,1900,0,134,44,43,12,23,23,0,
1900,1900,0,291,268,267,13,23,23,0,
1900,1900,0,291,268,267,13,23,23,0,
1900,1900,0,350,428,425,14,23,23,0,
1900,1900,0,327,433,434,15,23,23,0,
1900,1900,0,319,425,429,16,23,23,0,
1900,1900,0,312,407,409,17,23,23,0,
1900,1900,0,293,381,377,18,23,23,0,
1900,1900,0,267,350,348,19,23,23,0,
1900,1900,0,213,277,277,20,23,23,0,
1900,1900,0,143,160,159,21,23,23,0,
1900,1900,0,124,26,25,22,23,23,0,
1900,1900,0,136,-32,-32,0,23,23,0,
1900,1900,0,155,-82,-80,1,23,23,0,
1900,1900,0,171,-115,-114,2,23,23,0,
1900,1900,0,154,-105,-98,3,23,23,0,
1900,1900,0,118,-39,15,4,23,23,0,
1900,1900,0,265,204,331,5,23,23,0,
1900,1900,0,318,394,430,6,23,23,0,
1900,1900,0,291,383,367,7,23,23,0,
1900,1900,0,199,272,282,8,23,23,0,
1900,1900,0,148,165,164,9,23,23,0,
1900,1900,0,148,165,164,9,23,23,0,
1900,1900,0,119,47,47,10,23,23,0,
1900,1900,0,122,-15,-14,11,23,23,0,
1900,1900,0,134,40,44,12,23,23,0,
1900,1900,0,289,263,268,13,23,23,0,
1900,1900,0,350,426,428,14,23,23,0,
1900,1900,0,329,434,433,15,23,23,0,
1900,1900,0,320,428,425,16,23,23,0,
1900,1900,0,310,408,407,17,23,23,0,
1900,1900,0,289,379,381,18,23,23,0,
1900,1900,0,267,351,350,19,23,23,0,
1900,1900,0,214,279,277,20,23,23,0,
1900,1900,0,143,161,160,21,23,23,0,
1900,1900,0,123,27,26,22,23,23,0,
1900,1900,0,135,-32,-32,0,23,23,0,
1900,1900,0,153,-80,-82,1,23,23,0,
1900,1900,0,171,-115,-115,2,23,23,0,
1900,1900,0,155,-107,-105,3,23,23,0,
1900,1900,0,119,-43,-39,4,23,23,0,
1900,1900,0,119,-43,-39,4,23,23,0,
1900,1900,0,257,193,204,5,23,23,0,
1900,1900,0,313,388,394,6,23,23,0,
1900,1900,0,295,383,383,7,23,23,0,
1900,1900,0,198,273,272,8,23,23,0,
1900,1900,0,150,167,165,9,23,23,0,
1900,1900,0,120,48,47,10,23,23,0,
1900,1900,0,124,-14,-15,11,23,23,0,
1900,1900,0,131,39,40,12,23,23,0,
1900,1900,0,288,263,263,13,23,23,0,
1900,1900,0,348,425,426,14,23,23,0,
1900,1900,0,328,434,434,15,23,23,0,
1900,1900,0,318,426,428,16,23,23,0,
1900,1900,0,308,403,408,17,23,23,0,
1900,1900,0,289,377,379,18,23,23,0,
1900,1900,0,267,350,351,19,23,23,0,
1900,1900,0,213,278,279,20,23,23,0,
1900,1900,0,142,160,161,21,23,23,0,
1900,1900,0,124,26,27,22,23,23,0,
1900,1900,0,136,-32,-32,0,23,23,0,
1900,1900,0,136,-32,-32,0,23,23,0,
1900,1900,0,154,-81,-80,1,23,23,0,
1900,1900,0,171,-117,-115,2,23,23,0,
1900,1900,0,154,-106,-107,3,23,23,0,
1900,1900,0,119,-43,-43,4,23,23,0,
1900,1900,0,257,192,193,5,23,23,0,
1900,1900,0,311,389,388,6,23,23,0,
1900,1900,0,298,385,383,7,23,23,0,
1900,1900,0,198,273,273,8,23,23,0,
1900,1900,0,149,167,167,9,23,23,0,
1900,1900,0,120,47,48,10,23,23,0,
1900,1900,0,123,-15,-14,11,23,23,0,
1900,1900,0,131,38,39,12,23,23,0,
1900,1900,0,286,260,263,13,23,23,0,
1900,1900,0,350,427,425,14,23,23,0,
1900,1900,0,329,434,434,15,23,23,0,
1900,1900,0,322,429,426,16,23,23,0,
1900,1900,0,309,408,403,17,23,23,0,
1900,1900,0,289,380,377,18,23,23,0,
1900,1900,0,289,380,377,18,23,23,0,
1900,1900,0,268,351,350,19,23,23,0,
1900,1900,0,215,279,278,20,23,23,0,
1900,1900,0,144,162,160,21,23,23,0,
1900,1900,0,122,28,26,22,23,23,0,
1900,1900,0,135,-31,-32,0,23,23,0,
1900,1900,0,154,-81,-81,1,23,23,0,
1900,1900,0,170,-113,-117,2,23,23,0,
1900,1900,0,154,-103,-106,3,23,23,0,
1900,1900,0,116,-27,-43,4,23,23,0,
1900,1900,0,299,248,192,5,23,23,0,
1900,1900,0,353,419,389,6,23,23,0,
1900,1900,0,270,375,385,7,23,23,0,
1900,1900,0,211,276,273,8,23,23,0,
1900,1900,0,151,170,167,9,23,23,0,
1900,1900,0,120,50,47,10,23,23,0,
1900,1900,0,123,-14,-15,11,23,23,0,
1900,1900,0,129,36,38,12,23,23,0,
1900,1900,0,284,259,260,13,23,23,0,
1900,1900,0,346,423,427,14,23,23,0,
1900,1900,0,346,423,427,14,23,23,0,
1900,1900,0,327,433,434,15,23,23,0,
1900,1900,0,321,428,429,16,23,23,0,
1900,1900,0,307,405,408,17,23,23,0,
1900,1900,0,289,376,380,18,23,23,0,
1900,1900,0,269,351,351,19,23,23,0,
1900,1900,0,215,280,279,20,23,23,0,
1900,1900,0,143,163,162,21,23,23,0,
1900,1900,0,124,28,28,22,23,23,0,
1900,1900,0,135,-31,-31,0,23,23,0,
1900,1900,0,155,-81,-81,1,23,23,0,
1900,1900,0,170,-116,-113,2,23,23,0,
1900,1900,0,153,-106,-103,3,23,23,0,
1900,1900,0,116,-32,-27,4,23,23,0,
1900,1900,0,285,230,248,5,23,23,0,
1900,1900,0,340,410,419,6,23,23,0,
1900,1900,0,279,380,375,7,23,23,0,
1900,1900,0,202,273,276,8,23,23,0,
1900,1900,0,149,169,170,9,23,23,0,
1900,1900,0,149,169,170,9,23,23,0,
1900,1900,0,119,49,50,10,23,23,0,
1900,1900,0,124,-15,-14,11,23,23,0,
1900,1900,0,129,35,36,12,23,23,0,
1900,1900,0,285,257,259,13,23,23,0,
1900,1900,0,351,425,423,14,23,23,0,
1900,1900,0,330,435,433,15,23,23,0,
1900,1900,0,321,427,428,16,23,23,0,
1900,1900,0,310,406,405,17,23,23,0,
1900,1900,0,291,380,376,18,23,23,0,
1900,1900,0,267,350,351,19,23,23,0,
1900,1900,0,215,279,280,20,23,23,0,
1900,1900,0,144,163,163,21,23,23,0,
1900,1900,0,123,28,28,22,23,23,0,
1900,1900,0,134,-31,-31,0,23,23,0,
1900,1900,0,154,-80,-81,1,23,23,0,
1900,1900,0,171,-114,-116,2,23,23,0,
1900,1900,0,156,-106,-106,3,23,23,0,
1900,1900,0,119,-44,-32,4,23,23,0,
1900,1900,0,119,-44,-32,4,23,23,0,
1900,1900,0,256,191,230,5,23,23,0,
1900,1900,0,312,389,410,6,23,23,0,
1900,1900,0,299,385,380,7,23,23,0,
1900,1900,0,200,275,273,8,23,23,0,
1900,1900,0,151,168,169,9,23,23,0,
1900,1900,0,119,49,49,10,23,23,0,
1900,1900,0,123,-15,-15,11,23,23,0,
1900,1900,0,129,36,35,12,23,23,0,
1900,1900,0,282,256,257,13,23,23,0,
1900,1900,0,349,424,425,14,23,23,0,
1900,1900,0,330,436,435,15,23,23,0,
1900,1900,0,324,430,427,16,23,23,0,
1900,1900,0,309,408,406,17,23,23,0,
1900,1900,0,289,378,380,18,23,23,0,
1900,1900,0,269,352,350,19,23,23,0,
1900,1900,0,216,281,279,20,23,23,0,
1900,1900,0,144,163,163,21,23,23,0,
1900,1900,0,123,29,28,22,23,23,0,
1900,1900,0,133,-30,-31,0,23,23,0,
1900,1900,0,133,-30,-31,0,23,23,0,
1900,1900,0,153,-79,-80,1,23,23,0,
1900,1900,0,169,-114,-114,2,23,23,0,
1900,1900,0,154,-106,-106,3,23,23,0,
1900,1900,0,118,-38,-44,4,23,23,0,
1900,1900,0,274,216,191,5,23,23,0,
1900,1900,0,329,401,389,6,23,23,0,
1900,1900,0,291,386,385,7,23,23,0,
1900,1900,0,201,275,275,8,23,23,0,
1900,1900,0,150,169,168,9,23,23,0,
1900,1900,0,120,50,49,10,23,23,0,
1900,1900,0,124,-14,-15,11,23,23,0,
1900,1900,0,129,35,36,12,23,23,0,
1900,1900,0,281,254,256,13,23,23,0,
1900,1900,0,350,424,424,14,23,23,0,
1900,1900,0,329,435,436,15,23,23,0,
1900,1900,0,321,428,430,16,23,23,0,
1900,1900,0,308,406,408,17,23,23,0,
1900,1900,0,289,379,378,18,23,23,0,
1900,1900,0,289,379,378,18,23,23,0,
1900,1900,0,269,354,352,19,23,23,0,
1900,1900,0,214,280,281,20,23,23,0,
1900,1900,0,144,163,163,21,23,23,0,
1900,1900,0,123,29,29,22,23,23,0,
1900,1900,0,134,-30,-30,0,23,23,0,
1900,1900,0,155,-80,-79,1,23,23,0,
1900,1900,0,169,-114,-114,2,23,23,0,
1900,1900,0,155,-105,-106,3,23,23,0,
1900,1900,0,119,-39,-38,4,23,23,0,
1900,1900,0,268,206,216,5,23,23,0,
1900,1900,0,323,396,401,6,23,23,0,
1900,1900,0,295,387,386,7,23,23,0,
1900,1900,0,199,275,275,8,23,23,0,
1900,1900,0,150,169,169,9,23,23,0,
1900,1900,0,119,50,50,10,23,23,0,
1900,1900,0,124,-14,-14,11,23,23,0,
1900,1900,0,128,33,35,12,23,23,0,
1900,1900,0,281,254,254,13,23,23,0,
1900,1900,0,349,424,424,14,23,23,0,
1900,1900,0,349,424,424,14,23,23,0,
1900,1900,0,330,436,435,15,23,23,0,
1900,1900,0,322,429,428,16,23,23,0,
1900,1900,0,308,405,406,17,23,23,0,
1900,1900,0,289,377,379,18,23,23,0,
1900,1900,0,267,349,354,19,23,23,0,
1900,1900,0,216,281,280,20,23,23,0,
1900,1900,0,145,165,163,21,23,23,0,
1900,1900,0,123,30,29,22,23,23,0,
1900,1900,0,134,-30,-30,0,23,23,0,
1900,1900,0,154,-79,-80,1,23,23,0,
